Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
77.000	216.00	851.64	0.0011742	-131.68	-106.32	2.7021	1.1361	1.9008	999.56	-0.042377	0.00021714	0.16600	liquid
78.000	216.00	848.16	0.0011790	-129.89	-104.42	2.7266	1.1302	1.8997	992.29	-0.042198	0.00020949	0.16437	liquid
79.000	216.00	844.67	0.0011839	-128.09	-102.52	2.7508	1.1244	1.8986	985.06	-0.042011	0.00020228	0.16274	liquid
80.000	216.00	841.18	0.0011888	-126.30	-100.62	2.7747	1.1187	1.8976	977.85	-0.041817	0.00019547	0.16112	liquid
81.000	216.00	837.68	0.0011938	-124.51	-98.726	2.7983	1.1131	1.8967	970.68	-0.041616	0.00018905	0.15951	liquid
82.000	216.00	834.17	0.0011988	-122.72	-96.830	2.8215	1.1076	1.8958	963.54	-0.041406	0.00018297	0.15790	liquid
83.000	216.00	830.66	0.0012039	-120.94	-94.934	2.8445	1.1022	1.8949	956.43	-0.041189	0.00017721	0.15630	liquid
84.000	216.00	827.14	0.0012090	-119.15	-93.040	2.8672	1.0969	1.8942	949.34	-0.040963	0.00017176	0.15471	liquid
85.000	216.00	823.60	0.0012142	-117.37	-91.146	2.8896	1.0917	1.8934	942.28	-0.040728	0.00016659	0.15313	liquid
86.000	216.00	820.06	0.0012194	-115.59	-89.253	2.9117	1.0865	1.8928	935.24	-0.040485	0.00016168	0.15155	liquid
87.000	216.00	816.52	0.0012247	-113.81	-87.360	2.9336	1.0815	1.8921	928.23	-0.040233	0.00015702	0.14999	liquid
88.000	216.00	812.96	0.0012301	-112.04	-85.468	2.9552	1.0766	1.8916	921.24	-0.039971	0.00015258	0.14843	liquid
89.000	216.00	809.40	0.0012355	-110.26	-83.577	2.9766	1.0718	1.8911	914.28	-0.039700	0.00014835	0.14687	liquid
90.000	216.00	805.83	0.0012410	-108.49	-81.686	2.9977	1.0670	1.8907	907.34	-0.039419	0.00014432	0.14533	liquid
91.000	216.00	802.24	0.0012465	-106.72	-79.796	3.0186	1.0624	1.8903	900.42	-0.039127	0.00014047	0.14379	liquid
92.000	216.00	798.66	0.0012521	-104.95	-77.906	3.0393	1.0578	1.8900	893.53	-0.038826	0.00013680	0.14226	liquid
93.000	216.00	795.06	0.0012578	-103.18	-76.016	3.0597	1.0533	1.8898	886.66	-0.038514	0.00013329	0.14074	liquid
94.000	216.00	791.45	0.0012635	-101.42	-74.126	3.0799	1.0489	1.8896	879.81	-0.038191	0.00012994	0.13923	liquid
95.000	216.00	787.84	0.0012693	-99.653	-72.237	3.0999	1.0446	1.8895	872.99	-0.037856	0.00012672	0.13772	liquid
96.000	216.00	784.21	0.0012752	-97.891	-70.347	3.1197	1.0403	1.8894	866.19	-0.037511	0.00012364	0.13623	liquid
97.000	216.00	780.58	0.0012811	-96.129	-68.458	3.1393	1.0361	1.8894	859.41	-0.037153	0.00012069	0.13474	liquid
