Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
102.00	412.00	461.88	0.0021651	-56.018	33.182	-0.55581	2.1937	3.2343	1697.8	-0.051343	0.00022980	0.23283	liquid
103.00	412.00	460.83	0.0021700	-52.988	36.416	-0.52425	2.1891	3.2346	1691.3	-0.051265	0.00022294	0.23179	liquid
104.00	412.00	459.77	0.0021750	-49.958	39.651	-0.49300	2.1846	3.2350	1684.8	-0.051184	0.00021648	0.23074	liquid
105.00	412.00	458.72	0.0021800	-46.929	42.886	-0.46204	2.1802	3.2353	1678.3	-0.051102	0.00021037	0.22968	liquid
106.00	412.00	457.66	0.0021850	-43.901	46.122	-0.43137	2.1758	3.2357	1671.8	-0.051018	0.00020460	0.22861	liquid
107.00	412.00	456.61	0.0021901	-40.873	49.358	-0.40099	2.1714	3.2361	1665.3	-0.050931	0.00019913	0.22754	liquid
108.00	412.00	455.55	0.0021952	-37.846	52.594	-0.37088	2.1671	3.2365	1658.8	-0.050843	0.00019395	0.22646	liquid
109.00	412.00	454.49	0.0022003	-34.820	55.831	-0.34105	2.1629	3.2369	1652.3	-0.050753	0.00018903	0.22537	liquid
110.00	412.00	453.44	0.0022054	-31.794	59.068	-0.31149	2.1586	3.2374	1645.8	-0.050661	0.00018435	0.22428	liquid
111.00	412.00	452.38	0.0022105	-28.768	62.306	-0.28219	2.1544	3.2378	1639.2	-0.050567	0.00017990	0.22318	liquid
112.00	412.00	451.32	0.0022157	-25.744	65.544	-0.25315	2.1502	3.2382	1632.7	-0.050471	0.00017565	0.22208	liquid
113.00	412.00	450.27	0.0022209	-22.720	68.782	-0.22436	2.1461	3.2387	1626.2	-0.050373	0.00017161	0.22097	liquid
114.00	412.00	449.21	0.0022261	-19.696	72.021	-0.19582	2.1420	3.2391	1619.7	-0.050274	0.00016775	0.21986	liquid
115.00	412.00	448.15	0.0022314	-16.673	75.260	-0.16753	2.1379	3.2395	1613.2	-0.050173	0.00016405	0.21875	liquid
116.00	412.00	447.09	0.0022367	-13.651	78.500	-0.13948	2.1338	3.2399	1606.7	-0.050069	0.00016052	0.21764	liquid
117.00	412.00	446.03	0.0022420	-10.630	81.740	-0.11167	2.1298	3.2404	1600.2	-0.049964	0.00015714	0.21652	liquid
118.00	412.00	444.97	0.0022473	-7.6094	84.981	-0.084089	2.1258	3.2408	1593.7	-0.049857	0.00015389	0.21540	liquid
119.00	412.00	443.91	0.0022527	-4.5895	88.222	-0.056739	2.1218	3.2412	1587.2	-0.049748	0.00015078	0.21428	liquid
120.00	412.00	442.85	0.0022581	-1.5703	91.463	-0.029614	2.1178	3.2416	1580.8	-0.049638	0.00014779	0.21316	liquid
121.00	412.00	441.79	0.0022635	1.4481	94.705	-0.0027103	2.1139	3.2421	1574.3	-0.049525	0.00014492	0.21204	liquid
122.00	412.00	440.73	0.0022690	4.4658	97.947	0.023975	2.1099	3.2425	1567.8	-0.049410	0.00014216	0.21091	liquid
123.00	412.00	439.67	0.0022744	7.4827	101.19	0.050446	2.1060	3.2429	1561.4	-0.049293	0.00013950	0.20979	liquid
124.00	412.00	438.60	0.0022800	10.499	104.43	0.076706	2.1022	3.2433	1555.0	-0.049174	0.00013693	0.20867	liquid
125.00	412.00	437.54	0.0022855	13.514	107.68	0.10276	2.0983	3.2437	1548.5	-0.049053	0.00013446	0.20754	liquid
126.00	412.00	436.48	0.0022911	16.528	110.92	0.12861	2.0945	3.2441	1542.1	-0.048930	0.00013208	0.20642	liquid
127.00	412.00	435.41	0.0022967	19.542	114.16	0.15425	2.0907	3.2446	1535.7	-0.048805	0.00012977	0.20530	liquid
128.00	412.00	434.35	0.0023023	22.555	117.41	0.17970	2.0869	3.2450	1529.3	-0.048678	0.00012755	0.20418	liquid
129.00	412.00	433.28	0.0023080	25.567	120.65	0.20496	2.0832	3.2454	1523.0	-0.048548	0.00012539	0.20306	liquid
130.00	412.00	432.22	0.0023137	28.578	123.90	0.23002	2.0795	3.2458	1516.6	-0.048416	0.00012331	0.20194	liquid
131.00	412.00	431.15	0.0023194	31.588	127.15	0.25489	2.0758	3.2462	1510.2	-0.048282	0.00012129	0.20082	liquid
132.00	412.00	430.08	0.0023251	34.597	130.39	0.27958	2.0721	3.2467	1503.9	-0.048145	0.00011934	0.19971	liquid
133.00	412.00	429.01	0.0023309	37.606	133.64	0.30409	2.0685	3.2471	1497.6	-0.048006	0.00011745	0.19860	liquid
134.00	412.00	427.95	0.0023367	40.613	136.89	0.32841	2.0649	3.2475	1491.2	-0.047865	0.00011561	0.19749	liquid
135.00	412.00	426.88	0.0023426	43.620	140.13	0.35256	2.0613	3.2480	1484.9	-0.047721	0.00011383	0.19638	liquid
136.00	412.00	425.81	0.0023485	46.625	143.38	0.37653	2.0577	3.2484	1478.7	-0.047575	0.00011210	0.19528	liquid
137.00	412.00	424.74	0.0023544	49.630	146.63	0.40033	2.0542	3.2489	1472.4	-0.047426	0.00011042	0.19418	liquid
138.00	412.00	423.66	0.0023604	52.634	149.88	0.42396	2.0507	3.2494	1466.1	-0.047275	0.00010878	0.19308	liquid
139.00	412.00	422.59	0.0023664	55.637	153.13	0.44742	2.0472	3.2498	1459.9	-0.047121	0.00010719	0.19198	liquid
140.00	412.00	421.52	0.0023724	58.638	156.38	0.47072	2.0437	3.2503	1453.7	-0.046964	0.00010565	0.19089	liquid
141.00	412.00	420.44	0.0023784	61.639	159.63	0.49386	2.0403	3.2508	1447.5	-0.046805	0.00010414	0.18980	liquid
142.00	412.00	419.37	0.0023845	64.639	162.88	0.51683	2.0369	3.2513	1441.3	-0.046643	0.00010268	0.18872	liquid
143.00	412.00	418.29	0.0023907	67.638	166.13	0.53965	2.0335	3.2518	1435.1	-0.046478	0.00010125	0.18764	liquid
144.00	412.00	417.22	0.0023968	70.636	169.39	0.56231	2.0302	3.2524	1428.9	-0.046311	9.9864e-05	0.18656	liquid
145.00	412.00	416.14	0.0024030	73.633	172.64	0.58482	2.0269	3.2529	1422.8	-0.046141	9.8509e-05	0.18549	liquid
146.00	412.00	415.06	0.0024093	76.629	175.89	0.60718	2.0236	3.2534	1416.7	-0.045968	9.7188e-05	0.18442	liquid
147.00	412.00	413.98	0.0024156	79.624	179.15	0.62939	2.0204	3.2540	1410.5	-0.045792	9.5900e-05	0.18336	liquid
148.00	412.00	412.90	0.0024219	82.619	182.40	0.65146	2.0171	3.2546	1404.5	-0.045613	9.4642e-05	0.18230	liquid
149.00	412.00	411.82	0.0024282	85.612	185.65	0.67337	2.0140	3.2551	1398.4	-0.045431	9.3415e-05	0.18124	liquid
150.00	412.00	410.74	0.0024346	88.604	188.91	0.69515	2.0108	3.2557	1392.3	-0.045247	9.2217e-05	0.18019	liquid
151.00	412.00	409.66	0.0024410	91.595	192.17	0.71678	2.0077	3.2563	1386.3	-0.045059	9.1046e-05	0.17915	liquid
152.00	412.00	408.58	0.0024475	94.585	195.42	0.73828	2.0046	3.2569	1380.3	-0.044868	8.9902e-05	0.17810	liquid
153.00	412.00	407.50	0.0024540	97.574	198.68	0.75964	2.0015	3.2576	1374.3	-0.044675	8.8785e-05	0.17707	liquid
154.00	412.00	406.41	0.0024606	100.56	201.94	0.78086	1.9984	3.2582	1368.3	-0.044478	8.7692e-05	0.17604	liquid
155.00	412.00	405.33	0.0024671	103.55	205.20	0.80195	1.9954	3.2589	1362.3	-0.044278	8.6624e-05	0.17501	liquid
156.00	412.00	404.24	0.0024738	106.54	208.46	0.82291	1.9925	3.2596	1356.4	-0.044075	8.5579e-05	0.17399	liquid
157.00	412.00	403.15	0.0024804	109.52	211.72	0.84374	1.9895	3.2602	1350.4	-0.043868	8.4556e-05	0.17297	liquid
158.00	412.00	402.07	0.0024872	112.50	214.98	0.86445	1.9866	3.2609	1344.5	-0.043659	8.3556e-05	0.17196	liquid
159.00	412.00	400.98	0.0024939	115.49	218.24	0.88502	1.9837	3.2617	1338.6	-0.043446	8.2576e-05	0.17095	liquid
160.00	412.00	399.89	0.0025007	118.47	221.50	0.90547	1.9808	3.2624	1332.8	-0.043230	8.1618e-05	0.16995	liquid
161.00	412.00	398.80	0.0025075	121.45	224.76	0.92580	1.9780	3.2631	1326.9	-0.043011	8.0679e-05	0.16896	liquid
162.00	412.00	397.71	0.0025144	124.43	228.03	0.94601	1.9752	3.2639	1321.1	-0.042788	7.9759e-05	0.16797	liquid
163.00	412.00	396.61	0.0025213	127.41	231.29	0.96610	1.9725	3.2647	1315.3	-0.042562	7.8858e-05	0.16698	liquid
164.00	412.00	395.52	0.0025283	130.39	234.55	0.98607	1.9697	3.2655	1309.5	-0.042333	7.7975e-05	0.16601	liquid
165.00	412.00	394.43	0.0025353	133.37	237.82	1.0059	1.9670	3.2663	1303.8	-0.042100	7.7109e-05	0.16503	liquid
166.00	412.00	393.33	0.0025424	136.34	241.09	1.0257	1.9644	3.2671	1298.0	-0.041864	7.6261e-05	0.16406	liquid
167.00	412.00	392.24	0.0025495	139.32	244.35	1.0453	1.9617	3.2679	1292.3	-0.041624	7.5429e-05	0.16310	liquid
168.00	412.00	391.14	0.0025566	142.29	247.62	1.0648	1.9591	3.2688	1286.6	-0.041381	7.4613e-05	0.16215	liquid
169.00	412.00	390.05	0.0025638	145.26	250.89	1.0842	1.9566	3.2696	1280.9	-0.041135	7.3813e-05	0.16120	liquid
170.00	412.00	388.95	0.0025710	148.24	254.16	1.1035	1.9540	3.2705	1275.3	-0.040885	7.3029e-05	0.16025	liquid
171.00	412.00	387.85	0.0025783	151.21	257.43	1.1227	1.9515	3.2714	1269.6	-0.040631	7.2258e-05	0.15931	liquid
172.00	412.00	386.75	0.0025856	154.18	260.71	1.1418	1.9491	3.2723	1264.0	-0.040374	7.1503e-05	0.15838	liquid
173.00	412.00	385.65	0.0025930	157.15	263.98	1.1607	1.9466	3.2732	1258.4	-0.040113	7.0761e-05	0.15745	liquid
174.00	412.00	384.55	0.0026004	160.11	267.25	1.1796	1.9442	3.2741	1252.9	-0.039849	7.0033e-05	0.15653	liquid
175.00	412.00	383.45	0.0026079	163.08	270.53	1.1984	1.9418	3.2751	1247.3	-0.039581	6.9318e-05	0.15562	liquid
176.00	412.00	382.35	0.0026154	166.05	273.80	1.2170	1.9395	3.2761	1241.8	-0.039310	6.8616e-05	0.15471	liquid
177.00	412.00	381.24	0.0026230	169.01	277.08	1.2356	1.9372	3.2770	1236.3	-0.039035	6.7927e-05	0.15381	liquid
178.00	412.00	380.14	0.0026306	171.97	280.36	1.2541	1.9349	3.2780	1230.8	-0.038756	6.7250e-05	0.15291	liquid
179.00	412.00	379.03	0.0026383	174.94	283.63	1.2724	1.9327	3.2790	1225.4	-0.038474	6.6585e-05	0.15202	liquid
180.00	412.00	377.93	0.0026460	177.90	286.91	1.2907	1.9304	3.2800	1220.0	-0.038188	6.5931e-05	0.15114	liquid
181.00	412.00	376.82	0.0026538	180.86	290.19	1.3089	1.9283	3.2810	1214.6	-0.037898	6.5289e-05	0.15026	liquid
182.00	412.00	375.72	0.0026616	183.82	293.48	1.3269	1.9261	3.2821	1209.2	-0.037605	6.4658e-05	0.14939	liquid
183.00	412.00	374.61	0.0026695	186.78	296.76	1.3449	1.9240	3.2831	1203.8	-0.037308	6.4038e-05	0.14853	liquid
184.00	412.00	373.50	0.0026774	189.73	300.04	1.3628	1.9219	3.2842	1198.5	-0.037007	6.3428e-05	0.14767	liquid
185.00	412.00	372.39	0.0026853	192.69	303.33	1.3806	1.9199	3.2852	1193.2	-0.036703	6.2829e-05	0.14682	liquid
186.00	412.00	371.28	0.0026934	195.65	306.61	1.3983	1.9179	3.2863	1187.9	-0.036395	6.2240e-05	0.14597	liquid
187.00	412.00	370.17	0.0027014	198.60	309.90	1.4160	1.9159	3.2874	1182.7	-0.036083	6.1660e-05	0.14513	liquid
188.00	412.00	369.06	0.0027096	201.55	313.19	1.4335	1.9139	3.2885	1177.5	-0.035767	6.1090e-05	0.14430	liquid
189.00	412.00	367.95	0.0027178	204.50	316.48	1.4510	1.9120	3.2896	1172.3	-0.035448	6.0530e-05	0.14348	liquid
190.00	412.00	366.84	0.0027260	207.46	319.77	1.4683	1.9101	3.2907	1167.1	-0.035125	5.9979e-05	0.14266	liquid
191.00	412.00	365.73	0.0027343	210.41	323.06	1.4856	1.9083	3.2918	1161.9	-0.034799	5.9436e-05	0.14185	supercritical
192.00	412.00	364.61	0.0027426	213.35	326.35	1.5028	1.9065	3.2929	1156.8	-0.034468	5.8903e-05	0.14103	supercritical
193.00	412.00	363.50	0.0027510	216.30	329.64	1.5199	1.9047	3.2940	1151.7	-0.034134	5.8378e-05	0.14023	supercritical
194.00	412.00	362.39	0.0027595	219.25	332.94	1.5369	1.9029	3.2952	1146.6	-0.033797	5.7861e-05	0.13943	supercritical
195.00	412.00	361.27	0.0027680	222.19	336.23	1.5539	1.9012	3.2963	1141.6	-0.033455	5.7353e-05	0.13864	supercritical
196.00	412.00	360.16	0.0027766	225.14	339.53	1.5707	1.8995	3.2975	1136.6	-0.033110	5.6852e-05	0.13785	supercritical
197.00	412.00	359.04	0.0027852	228.08	342.83	1.5875	1.8979	3.2986	1131.6	-0.032762	5.6360e-05	0.13707	supercritical
198.00	412.00	357.93	0.0027939	231.02	346.13	1.6042	1.8963	3.2998	1126.7	-0.032409	5.5875e-05	0.13630	supercritical
199.00	412.00	356.81	0.0028026	233.96	349.43	1.6208	1.8947	3.3009	1121.7	-0.032053	5.5398e-05	0.13553	supercritical
200.00	412.00	355.69	0.0028114	236.90	352.73	1.6374	1.8931	3.3021	1116.8	-0.031694	5.4928e-05	0.13478	supercritical
201.00	412.00	354.58	0.0028203	239.84	356.03	1.6539	1.8916	3.3032	1112.0	-0.031331	5.4465e-05	0.13402	supercritical
202.00	412.00	353.46	0.0028292	242.77	359.34	1.6703	1.8901	3.3044	1107.1	-0.030964	5.4010e-05	0.13327	supercritical
203.00	412.00	352.34	0.0028381	245.71	362.64	1.6866	1.8887	3.3056	1102.3	-0.030594	5.3561e-05	0.13253	supercritical
204.00	412.00	351.23	0.0028472	248.64	365.95	1.7028	1.8872	3.3067	1097.5	-0.030220	5.3119e-05	0.13180	supercritical
205.00	412.00	350.11	0.0028563	251.58	369.25	1.7190	1.8858	3.3079	1092.7	-0.029843	5.2684e-05	0.13107	supercritical
206.00	412.00	348.99	0.0028654	254.51	372.56	1.7351	1.8845	3.3090	1088.0	-0.029462	5.2255e-05	0.13035	supercritical
207.00	412.00	347.87	0.0028746	257.44	375.87	1.7511	1.8832	3.3102	1083.3	-0.029078	5.1833e-05	0.12964	supercritical
208.00	412.00	346.76	0.0028839	260.37	379.18	1.7671	1.8819	3.3113	1078.6	-0.028690	5.1417e-05	0.12893	supercritical
209.00	412.00	345.64	0.0028932	263.30	382.50	1.7830	1.8806	3.3125	1074.0	-0.028299	5.1007e-05	0.12823	supercritical
210.00	412.00	344.52	0.0029026	266.22	385.81	1.7988	1.8794	3.3136	1069.4	-0.027905	5.0603e-05	0.12753	supercritical
211.00	412.00	343.40	0.0029120	269.15	389.12	1.8145	1.8782	3.3148	1064.8	-0.027507	5.0205e-05	0.12684	supercritical
