Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
102.00	462.00	464.39	0.0021534	-57.987	41.498	-0.58012	2.2026	3.2233	1723.6	-0.051676	0.00023970	0.23670	liquid
103.00	462.00	463.36	0.0021581	-54.985	44.721	-0.54867	2.1981	3.2234	1717.3	-0.051610	0.00023238	0.23568	liquid
104.00	462.00	462.33	0.0021630	-51.984	47.945	-0.51753	2.1937	3.2235	1711.1	-0.051543	0.00022549	0.23465	liquid
105.00	462.00	461.30	0.0021678	-48.984	51.168	-0.48668	2.1893	3.2236	1704.8	-0.051474	0.00021899	0.23362	liquid
106.00	462.00	460.27	0.0021726	-45.984	54.392	-0.45612	2.1849	3.2237	1698.5	-0.051403	0.00021285	0.23257	liquid
107.00	462.00	459.24	0.0021775	-42.986	57.616	-0.42585	2.1806	3.2238	1692.2	-0.051330	0.00020704	0.23152	liquid
108.00	462.00	458.21	0.0021824	-39.988	60.840	-0.39586	2.1764	3.2240	1685.9	-0.051255	0.00020154	0.23046	liquid
109.00	462.00	457.18	0.0021873	-36.991	64.064	-0.36615	2.1721	3.2241	1679.6	-0.051179	0.00019632	0.22940	liquid
110.00	462.00	456.15	0.0021923	-33.995	67.288	-0.33670	2.1680	3.2243	1673.3	-0.051101	0.00019137	0.22833	liquid
111.00	462.00	455.12	0.0021972	-31.000	70.512	-0.30752	2.1638	3.2244	1667.0	-0.051022	0.00018666	0.22725	liquid
112.00	462.00	454.09	0.0022022	-28.006	73.737	-0.27860	2.1597	3.2246	1660.7	-0.050941	0.00018218	0.22617	liquid
113.00	462.00	453.06	0.0022072	-25.013	76.961	-0.24994	2.1556	3.2247	1654.4	-0.050858	0.00017792	0.22509	liquid
114.00	462.00	452.03	0.0022123	-22.020	80.186	-0.22153	2.1515	3.2249	1648.1	-0.050774	0.00017385	0.22400	liquid
115.00	462.00	451.00	0.0022173	-19.029	83.411	-0.19336	2.1474	3.2250	1641.9	-0.050689	0.00016997	0.22291	liquid
116.00	462.00	449.97	0.0022224	-16.038	86.636	-0.16544	2.1434	3.2252	1635.6	-0.050601	0.00016626	0.22182	liquid
117.00	462.00	448.94	0.0022275	-13.049	89.861	-0.13776	2.1394	3.2253	1629.3	-0.050513	0.00016271	0.22072	liquid
118.00	462.00	447.91	0.0022326	-10.060	93.087	-0.11031	2.1355	3.2254	1623.1	-0.050422	0.00015931	0.21962	liquid
119.00	462.00	446.87	0.0022378	-7.0726	96.312	-0.083086	2.1315	3.2255	1616.8	-0.050330	0.00015605	0.21852	liquid
120.00	462.00	445.84	0.0022429	-4.0861	99.538	-0.056093	2.1276	3.2257	1610.6	-0.050237	0.00015293	0.21742	liquid
121.00	462.00	444.81	0.0022481	-1.1006	102.76	-0.029323	2.1237	3.2258	1604.3	-0.050142	0.00014993	0.21632	liquid
122.00	462.00	443.78	0.0022534	1.8838	105.99	-0.0027730	2.1198	3.2259	1598.1	-0.050045	0.00014705	0.21521	liquid
123.00	462.00	442.75	0.0022586	4.8672	109.22	0.023561	2.1159	3.2260	1591.9	-0.049946	0.00014428	0.21411	liquid
124.00	462.00	441.72	0.0022639	7.8496	112.44	0.049684	2.1121	3.2261	1585.7	-0.049846	0.00014161	0.21301	liquid
125.00	462.00	440.69	0.0022692	10.831	115.67	0.075597	2.1083	3.2262	1579.5	-0.049744	0.00013904	0.21190	liquid
126.00	462.00	439.65	0.0022745	13.811	118.89	0.10130	2.1045	3.2263	1573.3	-0.049641	0.00013657	0.21080	liquid
127.00	462.00	438.62	0.0022799	16.790	122.12	0.12681	2.1007	3.2264	1567.2	-0.049535	0.00013418	0.20970	liquid
128.00	462.00	437.59	0.0022853	19.768	125.35	0.15211	2.0970	3.2265	1561.0	-0.049428	0.00013187	0.20860	liquid
129.00	462.00	436.55	0.0022907	22.744	128.57	0.17722	2.0933	3.2266	1554.9	-0.049319	0.00012964	0.20750	liquid
130.00	462.00	435.52	0.0022961	25.720	131.80	0.20214	2.0896	3.2267	1548.7	-0.049208	0.00012749	0.20640	liquid
131.00	462.00	434.49	0.0023016	28.694	135.03	0.22687	2.0859	3.2268	1542.6	-0.049096	0.00012541	0.20530	liquid
132.00	462.00	433.45	0.0023071	31.667	138.25	0.25140	2.0823	3.2268	1536.5	-0.048981	0.00012339	0.20421	liquid
133.00	462.00	432.42	0.0023126	34.639	141.48	0.27576	2.0787	3.2269	1530.4	-0.048864	0.00012144	0.20311	liquid
134.00	462.00	431.38	0.0023181	37.610	144.71	0.29993	2.0751	3.2270	1524.3	-0.048746	0.00011955	0.20202	liquid
135.00	462.00	430.35	0.0023237	40.580	147.93	0.32392	2.0715	3.2271	1518.3	-0.048625	0.00011771	0.20093	liquid
136.00	462.00	429.31	0.0023293	43.548	151.16	0.34774	2.0680	3.2272	1512.2	-0.048503	0.00011593	0.19985	liquid
137.00	462.00	428.28	0.0023349	46.515	154.39	0.37138	2.0645	3.2273	1506.2	-0.048378	0.00011421	0.19876	liquid
138.00	462.00	427.24	0.0023406	49.481	157.62	0.39486	2.0610	3.2274	1500.2	-0.048252	0.00011253	0.19768	liquid
139.00	462.00	426.21	0.0023463	52.445	160.84	0.41816	2.0575	3.2275	1494.2	-0.048123	0.00011090	0.19661	liquid
140.00	462.00	425.17	0.0023520	55.409	164.07	0.44129	2.0541	3.2276	1488.2	-0.047992	0.00010932	0.19553	liquid
141.00	462.00	424.13	0.0023577	58.371	167.30	0.46427	2.0507	3.2277	1482.3	-0.047859	0.00010777	0.19446	liquid
142.00	462.00	423.10	0.0023635	61.331	170.53	0.48708	2.0473	3.2279	1476.3	-0.047724	0.00010628	0.19339	liquid
143.00	462.00	422.06	0.0023693	64.291	173.75	0.50973	2.0440	3.2280	1470.4	-0.047587	0.00010482	0.19233	liquid
144.00	462.00	421.02	0.0023752	67.249	176.98	0.53223	2.0407	3.2281	1464.5	-0.047447	0.00010340	0.19127	liquid
145.00	462.00	419.98	0.0023811	70.206	180.21	0.55457	2.0374	3.2283	1458.6	-0.047305	0.00010201	0.19022	liquid
146.00	462.00	418.94	0.0023870	73.161	183.44	0.57676	2.0341	3.2284	1452.7	-0.047161	0.00010066	0.18916	liquid
147.00	462.00	417.90	0.0023929	76.115	186.67	0.59879	2.0309	3.2286	1446.8	-0.047015	9.9346e-05	0.18812	liquid
148.00	462.00	416.86	0.0023989	79.068	189.90	0.62068	2.0276	3.2287	1441.0	-0.046866	9.8063e-05	0.18707	liquid
149.00	462.00	415.82	0.0024049	82.020	193.12	0.64242	2.0245	3.2289	1435.2	-0.046715	9.6811e-05	0.18603	liquid
150.00	462.00	414.78	0.0024109	84.970	196.35	0.66402	2.0213	3.2291	1429.4	-0.046562	9.5589e-05	0.18500	liquid
151.00	462.00	413.74	0.0024170	87.919	199.58	0.68548	2.0182	3.2293	1423.6	-0.046406	9.4396e-05	0.18397	liquid
152.00	462.00	412.70	0.0024231	90.867	202.81	0.70680	2.0151	3.2294	1417.8	-0.046248	9.3231e-05	0.18294	liquid
153.00	462.00	411.66	0.0024292	93.813	206.04	0.72797	2.0120	3.2297	1412.0	-0.046087	9.2093e-05	0.18192	liquid
