Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
60.000	198.00	1304.5	0.00076656	-187.06	-171.88	2.2072	1.0960	1.6362	1179.7	-0.038116	0.00067257	0.20176	liquid
61.000	198.00	1300.5	0.00076896	-185.47	-170.24	2.2342	1.0900	1.6394	1175.7	-0.037948	0.00064114	0.20052	liquid
62.000	198.00	1296.4	0.00077138	-183.87	-168.60	2.2609	1.0846	1.6420	1171.1	-0.037803	0.00061180	0.19929	liquid
63.000	198.00	1292.3	0.00077382	-182.28	-166.96	2.2872	1.0795	1.6439	1166.0	-0.037677	0.00058439	0.19805	liquid
64.000	198.00	1288.2	0.00077628	-180.68	-165.31	2.3131	1.0746	1.6453	1160.5	-0.037567	0.00055877	0.19681	liquid
65.000	198.00	1284.1	0.00077876	-179.09	-163.67	2.3386	1.0699	1.6462	1154.7	-0.037472	0.00053481	0.19558	liquid
66.000	198.00	1280.0	0.00078126	-177.49	-162.02	2.3638	1.0654	1.6467	1148.7	-0.037387	0.00051238	0.19434	liquid
67.000	198.00	1275.9	0.00078378	-175.89	-160.37	2.3885	1.0609	1.6468	1142.4	-0.037311	0.00049138	0.19310	liquid
68.000	198.00	1271.8	0.00078632	-174.30	-158.73	2.4129	1.0564	1.6466	1136.1	-0.037242	0.00047169	0.19186	liquid
69.000	198.00	1267.6	0.00078887	-172.70	-157.08	2.4370	1.0520	1.6461	1129.6	-0.037178	0.00045322	0.19063	liquid
70.000	198.00	1263.5	0.00079144	-171.10	-155.43	2.4606	1.0476	1.6455	1123.0	-0.037118	0.00043587	0.18939	liquid
71.000	198.00	1259.4	0.00079403	-169.51	-153.79	2.4840	1.0433	1.6446	1116.3	-0.037060	0.00041956	0.18816	liquid
72.000	198.00	1255.3	0.00079664	-167.92	-152.14	2.5070	1.0389	1.6437	1109.6	-0.037002	0.00040423	0.18692	liquid
73.000	198.00	1251.1	0.00079927	-166.33	-150.50	2.5296	1.0346	1.6427	1102.9	-0.036945	0.00038978	0.18569	liquid
74.000	198.00	1247.0	0.00080191	-164.74	-148.86	2.5520	1.0303	1.6415	1096.1	-0.036887	0.00037617	0.18445	liquid
75.000	198.00	1242.9	0.00080458	-163.15	-147.22	2.5740	1.0260	1.6404	1089.4	-0.036826	0.00036332	0.18322	liquid
76.000	198.00	1238.8	0.00080726	-161.56	-145.58	2.5957	1.0217	1.6392	1082.6	-0.036763	0.00035119	0.18198	liquid
77.000	198.00	1234.6	0.00080996	-159.98	-143.94	2.6171	1.0175	1.6381	1075.8	-0.036697	0.00033973	0.18075	liquid
78.000	198.00	1230.5	0.00081268	-158.39	-142.30	2.6383	1.0132	1.6370	1069.1	-0.036627	0.00032888	0.17951	liquid
79.000	198.00	1226.4	0.00081542	-156.81	-140.67	2.6591	1.0090	1.6358	1062.3	-0.036552	0.00031861	0.17828	liquid
80.000	198.00	1222.2	0.00081819	-155.23	-139.03	2.6797	1.0049	1.6348	1055.6	-0.036473	0.00030888	0.17705	liquid
81.000	198.00	1218.1	0.00082097	-153.65	-137.40	2.7000	1.0008	1.6338	1048.8	-0.036388	0.00029964	0.17581	liquid
82.000	198.00	1213.9	0.00082378	-152.07	-135.76	2.7200	0.99666	1.6328	1042.1	-0.036298	0.00029086	0.17458	liquid
83.000	198.00	1209.8	0.00082661	-150.50	-134.13	2.7398	0.99261	1.6319	1035.4	-0.036202	0.00028252	0.17335	liquid
84.000	198.00	1205.6	0.00082946	-148.92	-132.50	2.7594	0.98859	1.6311	1028.7	-0.036100	0.00027459	0.17211	liquid
85.000	198.00	1201.4	0.00083234	-147.35	-130.87	2.7787	0.98462	1.6304	1022.0	-0.035991	0.00026703	0.17088	liquid
86.000	198.00	1197.3	0.00083524	-145.78	-129.24	2.7977	0.98069	1.6297	1015.3	-0.035876	0.00025982	0.16964	liquid
87.000	198.00	1193.1	0.00083817	-144.20	-127.61	2.8166	0.97681	1.6292	1008.6	-0.035754	0.00025295	0.16841	liquid
88.000	198.00	1188.9	0.00084112	-142.63	-125.98	2.8352	0.97297	1.6287	1002.0	-0.035625	0.00024639	0.16717	liquid
89.000	198.00	1184.7	0.00084410	-141.06	-124.35	2.8536	0.96918	1.6283	995.36	-0.035488	0.00024011	0.16594	liquid
90.000	198.00	1180.5	0.00084710	-139.50	-122.72	2.8718	0.96544	1.6280	988.74	-0.035344	0.00023411	0.16471	liquid
91.000	198.00	1176.3	0.00085013	-137.93	-121.10	2.8898	0.96174	1.6278	982.13	-0.035193	0.00022836	0.16347	liquid
92.000	198.00	1172.1	0.00085319	-136.36	-119.47	2.9076	0.95809	1.6277	975.54	-0.035034	0.00022285	0.16224	liquid
93.000	198.00	1167.8	0.00085628	-134.79	-117.84	2.9251	0.95448	1.6277	968.96	-0.034866	0.00021757	0.16100	liquid
