Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
77.000	288.00	863.10	0.0011586	-133.83	-100.46	2.6691	1.1503	1.8765	1037.1	-0.043762	0.00023441	0.17169	liquid
78.000	288.00	859.83	0.0011630	-132.08	-98.586	2.6933	1.1444	1.8748	1030.4	-0.043642	0.00022629	0.17013	liquid
79.000	288.00	856.56	0.0011675	-130.33	-96.712	2.7172	1.1386	1.8731	1023.7	-0.043518	0.00021864	0.16858	liquid
80.000	288.00	853.29	0.0011719	-128.59	-94.839	2.7408	1.1329	1.8714	1017.1	-0.043388	0.00021142	0.16703	liquid
81.000	288.00	850.01	0.0011765	-126.85	-92.969	2.7640	1.1273	1.8697	1010.5	-0.043254	0.00020460	0.16549	liquid
82.000	288.00	846.73	0.0011810	-125.11	-91.100	2.7869	1.1217	1.8681	1003.9	-0.043114	0.00019814	0.16396	liquid
83.000	288.00	843.44	0.0011856	-123.38	-89.233	2.8096	1.1163	1.8666	997.35	-0.042969	0.00019204	0.16244	liquid
84.000	288.00	840.15	0.0011903	-121.65	-87.367	2.8319	1.1110	1.8650	990.84	-0.042818	0.00018625	0.16092	liquid
85.000	288.00	836.86	0.0011949	-119.92	-85.503	2.8540	1.1058	1.8635	984.36	-0.042662	0.00018076	0.15942	liquid
86.000	288.00	833.56	0.0011997	-118.19	-83.640	2.8758	1.1007	1.8620	977.91	-0.042501	0.00017554	0.15792	liquid
87.000	288.00	830.26	0.0012044	-116.47	-81.778	2.8973	1.0956	1.8606	971.49	-0.042333	0.00017059	0.15643	liquid
88.000	288.00	826.96	0.0012092	-114.74	-79.919	2.9185	1.0907	1.8592	965.10	-0.042160	0.00016588	0.15494	liquid
89.000	288.00	823.65	0.0012141	-113.03	-78.060	2.9395	1.0859	1.8578	958.74	-0.041981	0.00016139	0.15347	liquid
90.000	288.00	820.34	0.0012190	-111.31	-76.203	2.9603	1.0811	1.8565	952.41	-0.041795	0.00015711	0.15200	liquid
91.000	288.00	817.03	0.0012240	-109.60	-74.347	2.9808	1.0764	1.8552	946.10	-0.041604	0.00015303	0.15054	liquid
92.000	288.00	813.71	0.0012289	-107.89	-72.492	3.0011	1.0719	1.8540	939.83	-0.041405	0.00014913	0.14909	liquid
93.000	288.00	810.39	0.0012340	-106.18	-70.639	3.0211	1.0674	1.8527	933.59	-0.041201	0.00014541	0.14765	liquid
94.000	288.00	807.06	0.0012391	-104.47	-68.787	3.0409	1.0629	1.8516	927.37	-0.040989	0.00014185	0.14622	liquid
95.000	288.00	803.73	0.0012442	-102.77	-66.936	3.0605	1.0586	1.8504	921.18	-0.040771	0.00013844	0.14479	liquid
96.000	288.00	800.40	0.0012494	-101.07	-65.086	3.0799	1.0543	1.8493	915.02	-0.040546	0.00013517	0.14338	liquid
97.000	288.00	797.06	0.0012546	-99.370	-63.237	3.0990	1.0502	1.8482	908.89	-0.040314	0.00013204	0.14197	liquid
98.000	288.00	793.73	0.0012599	-97.674	-61.390	3.1180	1.0460	1.8472	902.78	-0.040075	0.00012904	0.14057	liquid
99.000	288.00	790.38	0.0012652	-95.981	-59.543	3.1367	1.0420	1.8462	896.71	-0.039828	0.00012615	0.13919	liquid
100.00	288.00	787.04	0.0012706	-94.290	-57.697	3.1553	1.0381	1.8452	890.66	-0.039574	0.00012338	0.13781	liquid
101.00	288.00	783.69	0.0012760	-92.602	-55.853	3.1736	1.0342	1.8443	884.65	-0.039312	0.00012072	0.13643	liquid
102.00	288.00	780.34	0.0012815	-90.916	-54.009	3.1918	1.0303	1.8434	878.66	-0.039043	0.00011815	0.13507	liquid
103.00	288.00	776.98	0.0012870	-89.232	-52.166	3.2098	1.0266	1.8425	872.70	-0.038765	0.00011569	0.13372	liquid
104.00	288.00	773.62	0.0012926	-87.551	-50.324	3.2276	1.0229	1.8417	866.77	-0.038480	0.00011331	0.13238	liquid
105.00	288.00	770.26	0.0012983	-85.872	-48.482	3.2452	1.0193	1.8409	860.87	-0.038186	0.00011102	0.13104	liquid
106.00	288.00	766.90	0.0013040	-84.196	-46.642	3.2626	1.0157	1.8401	855.01	-0.037885	0.00010880	0.12972	liquid
107.00	288.00	763.53	0.0013097	-82.522	-44.802	3.2799	1.0122	1.8394	849.17	-0.037575	0.00010667	0.12840	liquid
108.00	288.00	760.16	0.0013155	-80.850	-42.963	3.2970	1.0088	1.8387	843.36	-0.037256	0.00010461	0.12710	liquid
109.00	288.00	756.78	0.0013214	-79.181	-41.125	3.3140	1.0054	1.8381	837.59	-0.036929	0.00010262	0.12580	liquid
110.00	288.00	753.40	0.0013273	-77.513	-39.287	3.3307	1.0021	1.8374	831.84	-0.036593	0.00010069	0.12452	liquid
111.00	288.00	750.02	0.0013333	-75.849	-37.450	3.3474	0.99885	1.8368	826.13	-0.036248	9.8828e-05	0.12324	liquid
112.00	288.00	746.64	0.0013393	-74.186	-35.613	3.3638	0.99565	1.8363	820.45	-0.035894	9.7025e-05	0.12198	liquid
113.00	288.00	743.25	0.0013454	-72.526	-33.777	3.3802	0.99251	1.8357	814.81	-0.035531	9.5279e-05	0.12072	liquid
114.00	288.00	739.86	0.0013516	-70.868	-31.942	3.3963	0.98942	1.8352	809.20	-0.035159	9.3588e-05	0.11948	liquid
115.00	288.00	736.47	0.0013578	-69.212	-30.107	3.4124	0.98639	1.8347	803.62	-0.034777	9.1949e-05	0.11824	liquid
116.00	288.00	733.07	0.0013641	-67.559	-28.272	3.4282	0.98340	1.8343	798.07	-0.034386	9.0359e-05	0.11702	liquid
117.00	288.00	729.67	0.0013705	-65.908	-26.438	3.4440	0.98047	1.8338	792.57	-0.033986	8.8816e-05	0.11580	liquid
118.00	288.00	726.27	0.0013769	-64.259	-24.605	3.4596	0.97759	1.8334	787.09	-0.033576	8.7320e-05	0.11460	liquid
119.00	288.00	722.87	0.0013834	-62.613	-22.771	3.4751	0.97476	1.8330	781.66	-0.033156	8.5866e-05	0.11341	liquid
120.00	288.00	719.46	0.0013899	-60.969	-20.938	3.4904	0.97197	1.8327	776.26	-0.032727	8.4454e-05	0.11223	liquid
121.00	288.00	716.05	0.0013966	-59.327	-19.106	3.5056	0.96924	1.8323	770.89	-0.032287	8.3082e-05	0.11106	liquid
122.00	288.00	712.64	0.0014032	-57.687	-17.274	3.5207	0.96655	1.8320	765.57	-0.031838	8.1749e-05	0.10991	liquid
123.00	288.00	709.22	0.0014100	-56.050	-15.442	3.5356	0.96390	1.8317	760.28	-0.031379	8.0452e-05	0.10877	liquid
124.00	288.00	705.81	0.0014168	-54.415	-13.610	3.5505	0.96130	1.8314	755.03	-0.030910	7.9190e-05	0.10763	liquid
125.00	288.00	702.39	0.0014237	-52.782	-11.779	3.5652	0.95875	1.8311	749.83	-0.030431	7.7963e-05	0.10651	liquid
126.00	288.00	698.97	0.0014307	-51.152	-9.9483	3.5798	0.95624	1.8308	744.66	-0.029942	7.6767e-05	0.10540	liquid
127.00	288.00	695.54	0.0014377	-49.524	-8.1176	3.5942	0.95377	1.8306	739.53	-0.029443	7.5603e-05	0.10431	supercritical
128.00	288.00	692.12	0.0014448	-47.899	-6.2872	3.6086	0.95134	1.8303	734.45	-0.028934	7.4470e-05	0.10322	supercritical
129.00	288.00	688.69	0.0014520	-46.275	-4.4570	3.6228	0.94895	1.8301	729.40	-0.028415	7.3365e-05	0.10214	supercritical
130.00	288.00	685.26	0.0014593	-44.655	-2.6271	3.6370	0.94660	1.8298	724.40	-0.027886	7.2288e-05	0.10108	supercritical
131.00	288.00	681.84	0.0014666	-43.036	-0.79737	3.6510	0.94430	1.8296	719.45	-0.027347	7.1238e-05	0.10003	supercritical
132.00	288.00	678.41	0.0014740	-41.420	1.0321	3.6649	0.94203	1.8293	714.53	-0.026797	7.0214e-05	0.098992	supercritical
133.00	288.00	674.98	0.0014815	-39.807	2.8613	3.6787	0.93979	1.8291	709.67	-0.026238	6.9215e-05	0.097965	supercritical
134.00	288.00	671.54	0.0014891	-38.196	4.6902	3.6924	0.93760	1.8288	704.84	-0.025669	6.8241e-05	0.096951	supercritical
135.00	288.00	668.11	0.0014968	-36.588	6.5189	3.7060	0.93544	1.8286	700.07	-0.025090	6.7290e-05	0.095949	supercritical
136.00	288.00	664.68	0.0015045	-34.982	8.3473	3.7195	0.93331	1.8283	695.34	-0.024502	6.6361e-05	0.094959	supercritical
137.00	288.00	661.25	0.0015123	-33.378	10.175	3.7329	0.93122	1.8280	690.65	-0.023903	6.5454e-05	0.093981	supercritical
138.00	288.00	657.82	0.0015202	-31.778	12.003	3.7462	0.92917	1.8277	686.02	-0.023296	6.4568e-05	0.093016	supercritical
139.00	288.00	654.39	0.0015282	-30.180	13.831	3.7594	0.92715	1.8274	681.43	-0.022678	6.3703e-05	0.092064	supercritical
140.00	288.00	650.95	0.0015362	-28.585	15.658	3.7725	0.92516	1.8271	676.89	-0.022052	6.2858e-05	0.091124	supercritical
141.00	288.00	647.52	0.0015443	-26.992	17.485	3.7855	0.92320	1.8267	672.40	-0.021416	6.2031e-05	0.090197	supercritical
142.00	288.00	644.10	0.0015526	-25.402	19.312	3.7984	0.92127	1.8263	667.97	-0.020772	6.1223e-05	0.089282	supercritical
143.00	288.00	640.67	0.0015609	-23.815	21.138	3.8112	0.91938	1.8259	663.58	-0.020118	6.0434e-05	0.088381	supercritical
144.00	288.00	637.24	0.0015693	-22.231	22.963	3.8239	0.91751	1.8255	659.24	-0.019456	5.9661e-05	0.087492	supercritical
145.00	288.00	633.82	0.0015777	-20.650	24.789	3.8366	0.91567	1.8250	654.96	-0.018786	5.8906e-05	0.086616	supercritical
146.00	288.00	630.40	0.0015863	-19.072	26.613	3.8491	0.91387	1.8245	650.73	-0.018107	5.8167e-05	0.085752	supercritical
147.00	288.00	626.99	0.0015949	-17.496	28.438	3.8616	0.91209	1.8240	646.55	-0.017421	5.7444e-05	0.084902	supercritical
148.00	288.00	623.57	0.0016037	-15.924	30.261	3.8739	0.91034	1.8234	642.42	-0.016727	5.6736e-05	0.084065	supercritical
149.00	288.00	620.16	0.0016125	-14.355	32.084	3.8862	0.90861	1.8227	638.35	-0.016025	5.6044e-05	0.083240	supercritical
150.00	288.00	616.76	0.0016214	-12.789	33.907	3.8984	0.90691	1.8221	634.33	-0.015316	5.5366e-05	0.082428	supercritical
151.00	288.00	613.35	0.0016304	-11.227	35.728	3.9105	0.90524	1.8213	630.37	-0.014601	5.4702e-05	0.081630	supercritical
152.00	288.00	609.96	0.0016395	-9.6671	37.549	3.9225	0.90359	1.8205	626.46	-0.013878	5.4053e-05	0.080844	supercritical
153.00	288.00	606.56	0.0016486	-8.1110	39.370	3.9344	0.90197	1.8197	622.61	-0.013150	5.3417e-05	0.080071	supercritical
154.00	288.00	603.18	0.0016579	-6.5583	41.189	3.9463	0.90037	1.8188	618.81	-0.012415	5.2794e-05	0.079310	supercritical
155.00	288.00	599.80	0.0016672	-5.0090	43.007	3.9581	0.89880	1.8179	615.07	-0.011675	5.2184e-05	0.078563	supercritical
156.00	288.00	596.42	0.0016767	-3.4632	44.825	3.9698	0.89725	1.8169	611.39	-0.010930	5.1586e-05	0.077828	supercritical
157.00	288.00	593.06	0.0016862	-1.9210	46.641	3.9814	0.89572	1.8158	607.76	-0.010180	5.1001e-05	0.077105	supercritical
158.00	288.00	589.70	0.0016958	-0.38248	48.456	3.9929	0.89421	1.8147	604.19	-0.0094249	5.0427e-05	0.076396	supercritical
159.00	288.00	586.35	0.0017055	1.1524	50.270	4.0043	0.89273	1.8134	600.68	-0.0086661	4.9865e-05	0.075699	supercritical
160.00	288.00	583.00	0.0017153	2.6835	52.083	4.0157	0.89126	1.8122	597.22	-0.0079036	4.9315e-05	0.075014	supercritical
161.00	288.00	579.67	0.0017251	4.2108	53.894	4.0270	0.88982	1.8108	593.82	-0.0071377	4.8775e-05	0.074342	supercritical
162.00	288.00	576.34	0.0017351	5.7342	55.705	4.0382	0.88840	1.8094	590.48	-0.0063690	4.8247e-05	0.073682	supercritical
163.00	288.00	573.02	0.0017451	7.2536	57.513	4.0493	0.88699	1.8079	587.19	-0.0055977	4.7729e-05	0.073034	supercritical
164.00	288.00	569.72	0.0017553	8.7691	59.320	4.0604	0.88561	1.8063	583.96	-0.0048245	4.7221e-05	0.072398	supercritical
165.00	288.00	566.42	0.0017655	10.280	61.126	4.0713	0.88424	1.8047	580.79	-0.0040496	4.6724e-05	0.071774	supercritical
166.00	288.00	563.14	0.0017758	11.788	62.930	4.0822	0.88290	1.8030	577.68	-0.0032735	4.6236e-05	0.071162	supercritical
167.00	288.00	559.86	0.0017862	13.291	64.732	4.0931	0.88157	1.8012	574.62	-0.0024968	4.5759e-05	0.070561	supercritical
168.00	288.00	556.60	0.0017966	14.789	66.532	4.1038	0.88026	1.7993	571.63	-0.0017197	4.5290e-05	0.069972	supercritical
169.00	288.00	553.35	0.0018072	16.284	68.330	4.1145	0.87896	1.7973	568.68	-0.00094280	4.4832e-05	0.069395	supercritical
170.00	288.00	550.11	0.0018178	17.774	70.127	4.1251	0.87769	1.7953	565.80	-0.00016652	4.4382e-05	0.068828	supercritical
171.00	288.00	546.89	0.0018285	19.260	71.921	4.1356	0.87643	1.7932	562.97	0.00060871	4.3941e-05	0.068273	supercritical
172.00	288.00	543.68	0.0018393	20.741	73.713	4.1461	0.87518	1.7910	560.20	0.0013824	4.3510e-05	0.067729	supercritical
173.00	288.00	540.48	0.0018502	22.217	75.503	4.1564	0.87396	1.7887	557.48	0.0021542	4.3086e-05	0.067196	supercritical
174.00	288.00	537.30	0.0018612	23.689	77.290	4.1667	0.87274	1.7863	554.82	0.0029236	4.2672e-05	0.066673	supercritical
175.00	288.00	534.13	0.0018722	25.156	79.075	4.1770	0.87155	1.7838	552.22	0.0036902	4.2266e-05	0.066161	supercritical
176.00	288.00	530.98	0.0018833	26.619	80.858	4.1871	0.87037	1.7813	549.67	0.0044535	4.1867e-05	0.065659	supercritical
177.00	288.00	527.85	0.0018945	28.077	82.638	4.1972	0.86920	1.7787	547.17	0.0052132	4.1478e-05	0.065167	supercritical
178.00	288.00	524.73	0.0019058	29.530	84.415	4.2072	0.86805	1.7760	544.73	0.0059688	4.1095e-05	0.064685	supercritical
179.00	288.00	521.62	0.0019171	30.978	86.190	4.2172	0.86691	1.7732	542.35	0.0067200	4.0721e-05	0.064213	supercritical
180.00	288.00	518.54	0.0019285	32.421	87.962	4.2270	0.86578	1.7704	540.01	0.0074663	4.0355e-05	0.063751	supercritical
181.00	288.00	515.47	0.0019400	33.859	89.731	4.2368	0.86467	1.7675	537.73	0.0082073	3.9996e-05	0.063298	supercritical
182.00	288.00	512.41	0.0019515	35.292	91.497	4.2466	0.86357	1.7645	535.51	0.0089428	3.9644e-05	0.062854	supercritical
183.00	288.00	509.38	0.0019632	36.720	93.260	4.2562	0.86249	1.7614	533.33	0.0096722	3.9300e-05	0.062419	supercritical
184.00	288.00	506.36	0.0019749	38.143	95.019	4.2658	0.86141	1.7583	531.20	0.010395	3.8963e-05	0.061993	supercritical
185.00	288.00	503.37	0.0019866	39.561	96.776	4.2753	0.86036	1.7551	529.13	0.011112	3.8633e-05	0.061576	supercritical
186.00	288.00	500.39	0.0019984	40.974	98.530	4.2848	0.85931	1.7518	527.11	0.011822	3.8310e-05	0.061168	supercritical
187.00	288.00	497.43	0.0020103	42.382	100.28	4.2942	0.85827	1.7484	525.13	0.012524	3.7994e-05	0.060768	supercritical
188.00	288.00	494.49	0.0020223	43.784	102.03	4.3035	0.85725	1.7450	523.21	0.013219	3.7684e-05	0.060376	supercritical
189.00	288.00	491.57	0.0020343	45.182	103.77	4.3127	0.85624	1.7416	521.33	0.013905	3.7381e-05	0.059992	supercritical
190.00	288.00	488.67	0.0020464	46.574	105.51	4.3219	0.85524	1.7380	519.50	0.014584	3.7085e-05	0.059615	supercritical
191.00	288.00	485.79	0.0020585	47.961	107.25	4.3310	0.85425	1.7345	517.71	0.015255	3.6795e-05	0.059247	supercritical
192.00	288.00	482.93	0.0020707	49.342	108.98	4.3401	0.85327	1.7308	515.97	0.015916	3.6511e-05	0.058886	supercritical
193.00	288.00	480.09	0.0020830	50.718	110.71	4.3491	0.85231	1.7271	514.28	0.016569	3.6234e-05	0.058532	supercritical
194.00	288.00	477.27	0.0020953	52.089	112.43	4.3580	0.85135	1.7234	512.63	0.017213	3.5963e-05	0.058186	supercritical
