Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
60.000	68.000	1290.0	0.00077517	-185.24	-179.97	2.2393	1.0912	1.6590	1146.0	-0.037444	0.00061004	0.19669	liquid
63.233	68.000	1276.1	0.00078362	-179.93	-174.60	2.3265	1.0658	1.6637	1131.1	-0.036986	0.00052372	0.19231	liquid
66.467	68.000	1262.0	0.00079237	-174.60	-169.22	2.4095	1.0463	1.6653	1111.1	-0.036625	0.00045436	0.18794	liquid
69.700	68.000	1247.9	0.00080137	-169.28	-163.83	2.4886	1.0295	1.6649	1088.7	-0.036302	0.00039820	0.18356	liquid
72.933	68.000	1233.6	0.00081064	-163.96	-158.45	2.5641	1.0141	1.6638	1065.2	-0.035969	0.00035230	0.17919	liquid
76.167	68.000	1219.2	0.00082019	-158.65	-153.07	2.6362	0.99936	1.6626	1041.1	-0.035594	0.00031440	0.17482	liquid
79.400	68.000	1204.8	0.00083004	-153.34	-147.70	2.7053	0.98526	1.6621	1016.7	-0.035150	0.00028278	0.17044	liquid
82.633	68.000	1190.2	0.00084022	-148.04	-142.32	2.7717	0.97170	1.6626	992.35	-0.034620	0.00025612	0.16605	liquid
85.867	68.000	1175.4	0.00085077	-142.73	-136.95	2.8355	0.95866	1.6644	967.92	-0.033987	0.00023340	0.16166	liquid
89.100	68.000	1160.5	0.00086171	-137.42	-131.56	2.8971	0.94613	1.6676	943.45	-0.033239	0.00021383	0.15725	liquid
92.333	68.000	1145.4	0.00087309	-132.10	-126.16	2.9566	0.93413	1.6723	918.92	-0.032363	0.00019680	0.15282	liquid
95.567	68.000	1130.0	0.00088497	-126.76	-120.74	3.0143	0.92263	1.6787	894.30	-0.031343	0.00018185	0.14838	liquid
