Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
77.000	145.00	839.06	0.0011918	-129.25	-111.97	2.7378	1.1209	1.9321	958.38	-0.040567	0.00019980	0.15994	liquid
78.000	145.00	835.32	0.0011971	-127.39	-110.03	2.7628	1.1150	1.9320	950.43	-0.040301	0.00019260	0.15821	liquid
79.000	145.00	831.57	0.0012025	-125.54	-108.10	2.7874	1.1092	1.9319	942.50	-0.040024	0.00018581	0.15649	liquid
80.000	145.00	827.81	0.0012080	-123.69	-106.17	2.8117	1.1035	1.9320	934.59	-0.039736	0.00017941	0.15478	liquid
81.000	145.00	824.03	0.0012135	-121.84	-104.24	2.8357	1.0979	1.9322	926.70	-0.039435	0.00017337	0.15308	liquid
82.000	145.00	820.24	0.0012192	-119.98	-102.31	2.8594	1.0924	1.9325	918.83	-0.039121	0.00016765	0.15138	liquid
83.000	145.00	816.43	0.0012248	-118.13	-100.37	2.8828	1.0871	1.9328	910.98	-0.038794	0.00016224	0.14969	liquid
84.000	145.00	812.61	0.0012306	-116.28	-98.441	2.9060	1.0818	1.9333	903.15	-0.038454	0.00015711	0.14800	liquid
85.000	145.00	808.77	0.0012364	-114.44	-96.507	2.9288	1.0766	1.9339	895.32	-0.038100	0.00015225	0.14632	liquid
86.000	145.00	804.92	0.0012424	-112.59	-94.573	2.9515	1.0715	1.9345	887.52	-0.037731	0.00014763	0.14465	liquid
87.000	145.00	801.05	0.0012484	-110.74	-92.638	2.9738	1.0665	1.9353	879.72	-0.037347	0.00014324	0.14298	liquid
88.000	145.00	797.16	0.0012544	-108.89	-90.702	2.9960	1.0615	1.9362	871.94	-0.036947	0.00013906	0.14132	liquid
89.000	145.00	793.26	0.0012606	-107.04	-88.766	3.0178	1.0567	1.9373	864.17	-0.036531	0.00013508	0.13967	liquid
90.000	145.00	789.35	0.0012669	-105.20	-86.828	3.0395	1.0520	1.9384	856.41	-0.036098	0.00013128	0.13802	liquid
91.000	145.00	785.41	0.0012732	-103.35	-84.889	3.0609	1.0474	1.9397	848.66	-0.035647	0.00012766	0.13638	liquid
92.000	145.00	781.46	0.0012797	-101.50	-82.948	3.0821	1.0428	1.9410	840.92	-0.035179	0.00012420	0.13475	liquid
93.000	145.00	777.49	0.0012862	-99.656	-81.007	3.1031	1.0383	1.9426	833.19	-0.034691	0.00012089	0.13312	liquid
94.000	145.00	773.50	0.0012928	-97.809	-79.063	3.1239	1.0339	1.9442	825.47	-0.034184	0.00011772	0.13150	liquid
95.000	145.00	769.49	0.0012996	-95.962	-77.118	3.1445	1.0296	1.9460	817.76	-0.033657	0.00011469	0.12989	liquid
96.000	145.00	765.46	0.0013064	-94.114	-75.171	3.1649	1.0254	1.9479	810.06	-0.033109	0.00011178	0.12828	liquid
97.000	145.00	761.42	0.0013133	-92.266	-73.222	3.1851	1.0213	1.9500	802.37	-0.032539	0.00010898	0.12669	liquid
98.000	145.00	757.35	0.0013204	-90.417	-71.271	3.2051	1.0172	1.9522	794.69	-0.031947	0.00010630	0.12510	liquid
99.000	145.00	753.26	0.0013276	-88.568	-69.318	3.2249	1.0133	1.9546	787.01	-0.031331	0.00010372	0.12351	liquid
100.00	145.00	749.15	0.0013348	-86.717	-67.362	3.2446	1.0094	1.9571	779.35	-0.030691	0.00010124	0.12194	liquid
101.00	145.00	745.02	0.0013422	-84.866	-65.404	3.2641	1.0055	1.9597	771.69	-0.030026	9.8858e-05	0.12038	liquid
102.00	145.00	740.86	0.0013498	-83.014	-63.443	3.2834	1.0018	1.9626	764.04	-0.029335	9.6557e-05	0.11883	liquid
103.00	145.00	736.69	0.0013574	-81.161	-61.478	3.3025	0.99812	1.9656	756.40	-0.028616	9.4340e-05	0.11728	liquid
104.00	145.00	732.49	0.0013652	-79.307	-59.511	3.3215	0.99452	1.9687	748.78	-0.027870	9.2200e-05	0.11575	liquid
105.00	145.00	728.26	0.0013731	-77.451	-57.541	3.3404	0.99099	1.9720	741.16	-0.027094	9.0133e-05	0.11422	liquid
106.00	145.00	724.01	0.0013812	-75.594	-55.567	3.3591	0.98753	1.9756	733.55	-0.026289	8.8137e-05	0.11270	liquid
107.00	145.00	719.74	0.0013894	-73.736	-53.590	3.3777	0.98415	1.9792	725.95	-0.025452	8.6206e-05	0.11119	liquid
108.00	145.00	715.44	0.0013977	-71.876	-51.609	3.3961	0.98083	1.9831	718.37	-0.024583	8.4338e-05	0.10969	liquid
109.00	145.00	711.11	0.0014063	-70.014	-49.624	3.4144	0.97758	1.9871	710.80	-0.023681	8.2530e-05	0.10820	liquid
110.00	145.00	706.76	0.0014149	-68.151	-47.634	3.4326	0.97440	1.9914	703.24	-0.022743	8.0777e-05	0.10672	liquid
111.00	145.00	702.37	0.0014237	-66.285	-45.641	3.4506	0.97129	1.9958	695.70	-0.021770	7.9078e-05	0.10525	liquid
112.00	145.00	697.96	0.0014327	-64.418	-43.643	3.4685	0.96824	2.0004	688.17	-0.020760	7.7431e-05	0.10379	liquid
113.00	145.00	693.52	0.0014419	-62.548	-41.640	3.4863	0.96525	2.0052	680.66	-0.019711	7.5831e-05	0.10234	liquid
114.00	145.00	689.05	0.0014513	-60.676	-39.632	3.5040	0.96234	2.0102	673.17	-0.018623	7.4278e-05	0.10090	liquid
115.00	145.00	684.55	0.0014608	-58.801	-37.620	3.5216	0.95948	2.0154	665.69	-0.017493	7.2768e-05	0.099476	liquid
116.00	145.00	680.02	0.0014705	-56.924	-35.601	3.5391	0.95669	2.0208	658.24	-0.016321	7.1301e-05	0.098058	liquid
117.00	145.00	675.46	0.0014805	-55.045	-33.578	3.5564	0.95396	2.0264	650.81	-0.015105	6.9873e-05	0.096653	liquid
118.00	145.00	670.86	0.0014906	-53.163	-31.549	3.5737	0.95129	2.0322	643.40	-0.013843	6.8483e-05	0.095259	liquid
119.00	145.00	666.23	0.0015010	-51.278	-29.514	3.5909	0.94869	2.0382	636.02	-0.012535	6.7130e-05	0.093878	liquid
120.00	145.00	661.57	0.0015116	-49.390	-27.472	3.6080	0.94614	2.0444	628.67	-0.011179	6.5811e-05	0.092509	liquid
121.00	145.00	656.87	0.0015224	-47.499	-25.425	3.6250	0.94365	2.0507	621.35	-0.0097724	6.4526e-05	0.091153	liquid
122.00	145.00	652.14	0.0015334	-45.605	-23.371	3.6419	0.94122	2.0573	614.06	-0.0083150	6.3272e-05	0.089810	liquid
123.00	145.00	647.37	0.0015447	-43.708	-21.310	3.6587	0.93885	2.0641	606.81	-0.0068051	6.2049e-05	0.088481	liquid
124.00	145.00	642.57	0.0015562	-41.808	-19.242	3.6754	0.93654	2.0711	599.59	-0.0052409	6.0855e-05	0.087167	liquid
125.00	145.00	637.73	0.0015681	-39.905	-17.168	3.6921	0.93428	2.0782	592.41	-0.0036213	5.9688e-05	0.085866	liquid
