Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
60.000	482.00	1332.8	0.00075028	-190.29	-154.13	2.1441	1.1047	1.6006	1248.6	-0.039080	0.00081593	0.21214	liquid
61.000	482.00	1329.1	0.00075236	-188.79	-152.53	2.1706	1.1037	1.6069	1244.4	-0.038869	0.00077830	0.21112	liquid
62.000	482.00	1325.4	0.00075447	-187.28	-150.92	2.1968	1.1025	1.6118	1239.8	-0.038696	0.00074316	0.21009	liquid
63.000	482.00	1321.7	0.00075658	-185.77	-149.30	2.2226	1.1009	1.6156	1234.9	-0.038558	0.00071031	0.20905	liquid
64.000	482.00	1318.0	0.00075871	-184.26	-147.69	2.2480	1.0990	1.6183	1229.7	-0.038447	0.00067959	0.20802	liquid
65.000	482.00	1314.3	0.00076085	-182.74	-146.07	2.2732	1.0967	1.6202	1224.4	-0.038361	0.00065084	0.20698	liquid
66.000	482.00	1310.6	0.00076299	-181.22	-144.45	2.2979	1.0942	1.6213	1218.9	-0.038294	0.00062391	0.20594	liquid
67.000	482.00	1306.9	0.00076515	-179.71	-142.83	2.3223	1.0915	1.6218	1213.3	-0.038245	0.00059868	0.20491	liquid
68.000	482.00	1303.2	0.00076732	-178.19	-141.20	2.3463	1.0885	1.6217	1207.6	-0.038209	0.00057501	0.20387	liquid
69.000	482.00	1299.6	0.00076950	-176.67	-139.58	2.3700	1.0853	1.6212	1201.9	-0.038184	0.00055279	0.20283	liquid
70.000	482.00	1295.9	0.00077168	-175.16	-137.96	2.3933	1.0819	1.6202	1196.2	-0.038168	0.00053192	0.20179	liquid
71.000	482.00	1292.2	0.00077387	-173.64	-136.34	2.4163	1.0784	1.6190	1190.4	-0.038160	0.00051229	0.20075	liquid
72.000	482.00	1288.5	0.00077608	-172.13	-134.72	2.4389	1.0747	1.6175	1184.6	-0.038157	0.00049382	0.19971	liquid
73.000	482.00	1284.9	0.00077829	-170.62	-133.11	2.4612	1.0710	1.6158	1178.9	-0.038158	0.00047642	0.19867	liquid
74.000	482.00	1281.2	0.00078051	-169.11	-131.49	2.4832	1.0671	1.6139	1173.1	-0.038163	0.00046001	0.19763	liquid
75.000	482.00	1277.6	0.00078274	-167.61	-129.88	2.5048	1.0633	1.6119	1167.3	-0.038169	0.00044453	0.19659	liquid
76.000	482.00	1273.9	0.00078497	-166.10	-128.27	2.5262	1.0593	1.6098	1161.6	-0.038176	0.00042991	0.19555	liquid
77.000	482.00	1270.3	0.00078722	-164.60	-126.66	2.5472	1.0553	1.6077	1155.9	-0.038184	0.00041609	0.19451	liquid
78.000	482.00	1266.7	0.00078948	-163.11	-125.05	2.5679	1.0513	1.6054	1150.2	-0.038191	0.00040302	0.19347	liquid
79.000	482.00	1263.0	0.00079174	-161.61	-123.45	2.5884	1.0473	1.6032	1144.5	-0.038198	0.00039064	0.19243	liquid
80.000	482.00	1259.4	0.00079402	-160.12	-121.85	2.6085	1.0433	1.6009	1138.9	-0.038202	0.00037891	0.19139	liquid
81.000	482.00	1255.8	0.00079630	-158.63	-120.25	2.6284	1.0393	1.5987	1133.2	-0.038205	0.00036778	0.19035	liquid
82.000	482.00	1252.2	0.00079860	-157.14	-118.65	2.6480	1.0353	1.5965	1127.6	-0.038206	0.00035721	0.18931	liquid
83.000	482.00	1248.6	0.00080090	-155.66	-117.05	2.6673	1.0313	1.5943	1122.1	-0.038205	0.00034718	0.18828	liquid
84.000	482.00	1245.0	0.00080322	-154.18	-115.46	2.6864	1.0274	1.5921	1116.5	-0.038200	0.00033763	0.18724	liquid
85.000	482.00	1241.4	0.00080555	-152.70	-113.87	2.7052	1.0235	1.5899	1111.0	-0.038193	0.00032855	0.18620	liquid
86.000	482.00	1237.8	0.00080789	-151.22	-112.28	2.7238	1.0196	1.5878	1105.5	-0.038182	0.00031989	0.18516	liquid
87.000	482.00	1234.2	0.00081024	-149.75	-110.69	2.7422	1.0157	1.5858	1100.0	-0.038168	0.00031165	0.18413	liquid
88.000	482.00	1230.6	0.00081260	-148.28	-109.11	2.7603	1.0119	1.5838	1094.6	-0.038151	0.00030378	0.18309	liquid
89.000	482.00	1227.0	0.00081497	-146.81	-107.53	2.7782	1.0081	1.5819	1089.2	-0.038130	0.00029626	0.18205	liquid
90.000	482.00	1223.5	0.00081736	-145.34	-105.95	2.7958	1.0044	1.5800	1083.8	-0.038105	0.00028908	0.18102	liquid
91.000	482.00	1219.9	0.00081976	-143.88	-104.37	2.8133	1.0007	1.5782	1078.4	-0.038077	0.00028222	0.17999	liquid
92.000	482.00	1216.3	0.00082217	-142.42	-102.79	2.8305	0.99707	1.5764	1073.1	-0.038045	0.00027565	0.17895	liquid
93.000	482.00	1212.7	0.00082459	-140.96	-101.21	2.8476	0.99348	1.5747	1067.8	-0.038010	0.00026935	0.17792	liquid
94.000	482.00	1209.1	0.00082703	-139.50	-99.640	2.8644	0.98993	1.5731	1062.5	-0.037970	0.00026332	0.17689	liquid
95.000	482.00	1205.6	0.00082948	-138.05	-98.067	2.8810	0.98642	1.5715	1057.2	-0.037927	0.00025753	0.17585	liquid
96.000	482.00	1202.0	0.00083194	-136.60	-96.497	2.8975	0.98297	1.5700	1052.0	-0.037880	0.00025198	0.17482	liquid
97.000	482.00	1198.4	0.00083442	-135.15	-94.928	2.9137	0.97955	1.5685	1046.8	-0.037828	0.00024664	0.17379	liquid
98.000	482.00	1194.9	0.00083692	-133.70	-93.360	2.9298	0.97619	1.5671	1041.6	-0.037774	0.00024151	0.17276	liquid
99.000	482.00	1191.3	0.00083942	-132.25	-91.793	2.9457	0.97287	1.5657	1036.4	-0.037715	0.00023657	0.17173	liquid
100.00	482.00	1187.7	0.00084194	-130.81	-90.228	2.9614	0.96959	1.5644	1031.2	-0.037652	0.00023182	0.17071	liquid
101.00	482.00	1184.2	0.00084448	-129.37	-88.665	2.9770	0.96636	1.5631	1026.1	-0.037586	0.00022725	0.16968	liquid
102.00	482.00	1180.6	0.00084703	-127.93	-87.102	2.9924	0.96317	1.5619	1021.0	-0.037515	0.00022283	0.16866	liquid
103.00	482.00	1177.0	0.00084960	-126.49	-85.541	3.0076	0.96002	1.5607	1015.9	-0.037441	0.00021858	0.16763	liquid
104.00	482.00	1173.5	0.00085218	-125.06	-83.981	3.0227	0.95692	1.5596	1010.8	-0.037363	0.00021447	0.16661	liquid
105.00	482.00	1169.9	0.00085478	-123.62	-82.422	3.0376	0.95386	1.5586	1005.8	-0.037281	0.00021050	0.16559	liquid
106.00	482.00	1166.3	0.00085740	-122.19	-80.863	3.0524	0.95084	1.5575	1000.8	-0.037195	0.00020667	0.16457	liquid
107.00	482.00	1162.8	0.00086003	-120.76	-79.306	3.0670	0.94786	1.5566	995.77	-0.037106	0.00020296	0.16355	liquid
108.00	482.00	1159.2	0.00086268	-119.33	-77.750	3.0815	0.94492	1.5556	990.79	-0.037012	0.00019937	0.16254	liquid
109.00	482.00	1155.6	0.00086534	-117.90	-76.195	3.0958	0.94202	1.5547	985.83	-0.036915	0.00019589	0.16152	liquid
110.00	482.00	1152.0	0.00086802	-116.48	-74.641	3.1100	0.93916	1.5538	980.89	-0.036814	0.00019253	0.16051	liquid
111.00	482.00	1148.5	0.00087072	-115.06	-73.087	3.1241	0.93634	1.5530	975.97	-0.036710	0.00018926	0.15950	liquid
112.00	482.00	1144.9	0.00087344	-113.63	-71.535	3.1380	0.93355	1.5522	971.08	-0.036601	0.00018610	0.15849	liquid
113.00	482.00	1141.3	0.00087618	-112.21	-69.983	3.1518	0.93080	1.5515	966.20	-0.036489	0.00018303	0.15748	liquid
114.00	482.00	1137.7	0.00087893	-110.80	-68.432	3.1655	0.92808	1.5507	961.35	-0.036373	0.00018004	0.15648	liquid
115.00	482.00	1134.2	0.00088170	-109.38	-66.881	3.1790	0.92540	1.5501	956.51	-0.036254	0.00017715	0.15548	liquid
116.00	482.00	1130.6	0.00088449	-107.96	-65.332	3.1924	0.92275	1.5494	951.70	-0.036130	0.00017433	0.15448	liquid
117.00	482.00	1127.0	0.00088730	-106.55	-63.783	3.2057	0.92014	1.5488	946.91	-0.036003	0.00017159	0.15348	liquid
118.00	482.00	1123.4	0.00089013	-105.14	-62.234	3.2189	0.91756	1.5482	942.14	-0.035872	0.00016893	0.15249	liquid
119.00	482.00	1119.9	0.00089297	-103.73	-60.686	3.2320	0.91501	1.5476	937.39	-0.035738	0.00016634	0.15149	liquid
120.00	482.00	1116.3	0.00089584	-102.32	-59.139	3.2449	0.91249	1.5470	932.66	-0.035599	0.00016381	0.15050	liquid
121.00	482.00	1112.7	0.00089872	-100.91	-57.592	3.2577	0.91000	1.5465	927.96	-0.035457	0.00016135	0.14952	liquid
122.00	482.00	1109.1	0.00090163	-99.505	-56.046	3.2705	0.90755	1.5460	923.27	-0.035312	0.00015896	0.14853	liquid
123.00	482.00	1105.5	0.00090456	-98.100	-54.500	3.2831	0.90512	1.5455	918.61	-0.035162	0.00015662	0.14755	liquid
124.00	482.00	1101.9	0.00090750	-96.697	-52.955	3.2956	0.90272	1.5450	913.96	-0.035009	0.00015434	0.14657	liquid
125.00	482.00	1098.3	0.00091047	-95.295	-51.410	3.3080	0.90035	1.5446	909.34	-0.034852	0.00015211	0.14560	liquid
126.00	482.00	1094.7	0.00091346	-93.895	-49.866	3.3203	0.89801	1.5442	904.74	-0.034691	0.00014994	0.14463	liquid
127.00	482.00	1091.1	0.00091647	-92.496	-48.322	3.3325	0.89570	1.5438	900.17	-0.034527	0.00014782	0.14366	liquid
128.00	482.00	1087.6	0.00091950	-91.098	-46.778	3.3446	0.89342	1.5434	895.61	-0.034359	0.00014575	0.14269	liquid
129.00	482.00	1084.0	0.00092255	-89.702	-45.235	3.3566	0.89116	1.5430	891.08	-0.034187	0.00014373	0.14173	liquid
130.00	482.00	1080.4	0.00092562	-88.307	-43.692	3.3685	0.88893	1.5427	886.56	-0.034011	0.00014175	0.14077	liquid
131.00	482.00	1076.8	0.00092872	-86.914	-42.150	3.3804	0.88672	1.5423	882.07	-0.033831	0.00013982	0.13982	liquid
