Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
16.000	66.000	80.339	0.012447	-49.567	32.584	-2.8873	5.3000	6.9002	1433.0	-0.15741	2.9520e-05	0.10646	liquid
17.000	66.000	79.688	0.012549	-43.208	39.615	-2.4612	5.3866	7.1644	1419.9	-0.15042	2.6614e-05	0.10836	liquid
18.000	66.000	79.015	0.012656	-36.611	46.918	-2.0438	5.4742	7.4432	1406.2	-0.14349	2.4194e-05	0.11005	liquid
19.000	66.000	78.318	0.012769	-29.768	54.505	-1.6337	5.5591	7.7317	1391.9	-0.13672	2.2150e-05	0.11155	liquid
20.000	66.000	77.596	0.012887	-22.672	62.384	-1.2296	5.6412	8.0289	1377.0	-0.13012	2.0403e-05	0.11284	liquid
21.000	66.000	76.848	0.013013	-15.318	70.565	-0.83051	5.7207	8.3346	1361.4	-0.12370	1.8895e-05	0.11395	liquid
22.000	66.000	76.075	0.013145	-7.7000	79.056	-0.43556	5.7976	8.6490	1345.2	-0.11742	1.7581e-05	0.11486	liquid
23.000	66.000	75.275	0.013285	0.18803	87.866	-0.044007	5.8719	8.9719	1328.4	-0.11128	1.6428e-05	0.11560	liquid
24.000	66.000	74.448	0.013432	8.3511	97.003	0.34481	5.9432	9.3033	1311.0	-0.10525	1.5409e-05	0.11615	liquid
25.000	66.000	73.594	0.013588	16.794	106.48	0.73145	6.0112	9.6432	1293.0	-0.099316	1.4502e-05	0.11654	liquid
26.000	66.000	72.710	0.013753	25.521	116.29	1.1164	6.0755	9.9915	1274.4	-0.093450	1.3690e-05	0.11676	liquid
27.000	66.000	71.797	0.013928	34.536	126.46	1.5002	6.1359	10.349	1255.2	-0.087625	1.2958e-05	0.11683	liquid
28.000	66.000	70.854	0.014113	43.844	136.99	1.8831	6.1923	10.715	1235.6	-0.081813	1.2295e-05	0.11675	liquid
29.000	66.000	69.880	0.014310	53.447	147.89	2.2657	6.2446	11.091	1215.4	-0.075983	1.1691e-05	0.11652	liquid
30.000	66.000	68.873	0.014520	63.349	159.18	2.6481	6.2927	11.477	1194.7	-0.070104	1.1137e-05	0.11616	liquid
31.000	66.000	67.832	0.014742	73.555	170.85	3.0309	6.3367	11.875	1173.6	-0.064143	1.0628e-05	0.11567	liquid
32.000	66.000	66.757	0.014980	84.066	182.93	3.4144	6.3768	12.284	1152.0	-0.058069	1.0158e-05	0.11506	liquid
33.000	66.000	65.646	0.015233	94.887	195.43	3.7988	6.4131	12.705	1130.1	-0.051849	9.7212e-06	0.11433	liquid
34.000	66.000	64.499	0.015504	106.02	208.35	4.1845	6.4459	13.139	1107.9	-0.045454	9.3140e-06	0.11349	supercritical
35.000	66.000	63.314	0.015794	117.47	221.71	4.5718	6.4755	13.586	1085.4	-0.038856	8.9330e-06	0.11255	supercritical
36.000	66.000	62.090	0.016106	129.23	235.52	4.9609	6.5020	14.045	1062.7	-0.032031	8.5753e-06	0.11156	supercritical
37.000	66.000	60.828	0.016440	141.30	249.80	5.3521	6.5259	14.515	1040.0	-0.024960	8.2385e-06	0.11046	supercritical
38.000	66.000	59.527	0.016799	153.68	264.56	5.7455	6.5474	14.993	1017.3	-0.017631	7.9207e-06	0.10928	supercritical
39.000	66.000	58.188	0.017186	166.36	279.79	6.1412	6.5668	15.475	994.82	-0.010042	7.6203e-06	0.10801	supercritical
40.000	66.000	56.813	0.017602	179.34	295.51	6.5391	6.5846	15.958	972.66	-0.0022018	7.3361e-06	0.10666	supercritical
41.000	66.000	55.405	0.018049	192.58	311.70	6.9390	6.6008	16.433	951.02	0.0058671	7.0673e-06	0.10525	supercritical
42.000	66.000	53.968	0.018530	206.07	328.37	7.3406	6.6158	16.893	930.08	0.014127	6.8132e-06	0.10376	supercritical
