Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
20.000	552.00	258.42	0.0038696	53.856	267.46	1.0368	3.2128	4.1126	1036.5	-0.080313	2.4408e-05	0.19284	supercritical
21.000	552.00	256.54	0.0038981	56.439	271.61	1.2395	3.2560	4.1952	1034.7	-0.078602	2.2938e-05	0.19294	supercritical
22.000	552.00	254.66	0.0039268	59.087	275.85	1.4365	3.2940	4.2718	1032.7	-0.077058	2.1710e-05	0.19278	supercritical
23.000	552.00	252.79	0.0039558	61.794	280.16	1.6279	3.3274	4.3429	1030.5	-0.075655	2.0675e-05	0.19239	supercritical
24.000	552.00	250.93	0.0039851	64.554	284.53	1.8142	3.3568	4.4092	1028.3	-0.074371	1.9795e-05	0.19181	supercritical
25.000	552.00	249.09	0.0040147	67.364	288.97	1.9955	3.3826	4.4712	1026.0	-0.073190	1.9042e-05	0.19107	supercritical
26.000	552.00	247.25	0.0040445	70.218	293.47	2.1720	3.4054	4.5293	1023.6	-0.072097	1.8394e-05	0.19018	supercritical
27.000	552.00	245.42	0.0040746	73.114	298.03	2.3439	3.4254	4.5839	1021.3	-0.071081	1.7833e-05	0.18917	supercritical
28.000	552.00	243.61	0.0041049	76.047	302.64	2.5116	3.4431	4.6352	1018.9	-0.070133	1.7345e-05	0.18806	supercritical
29.000	552.00	241.80	0.0041356	79.016	307.30	2.6751	3.4585	4.6836	1016.5	-0.069245	1.6919e-05	0.18685	supercritical
30.000	552.00	240.01	0.0041665	82.016	312.01	2.8346	3.4721	4.7293	1014.1	-0.068411	1.6545e-05	0.18558	supercritical
31.000	552.00	238.23	0.0041977	85.047	316.76	2.9904	3.4840	4.7724	1011.8	-0.067624	1.6217e-05	0.18424	supercritical
32.000	552.00	236.46	0.0042291	88.105	321.55	3.1426	3.4944	4.8132	1009.5	-0.066881	1.5928e-05	0.18285	supercritical
33.000	552.00	234.70	0.0042608	91.188	326.38	3.2913	3.5035	4.8517	1007.2	-0.066177	1.5672e-05	0.18143	supercritical
34.000	552.00	232.95	0.0042927	94.295	331.25	3.4367	3.5113	4.8883	1005.0	-0.065510	1.5446e-05	0.17997	supercritical
35.000	552.00	231.22	0.0043249	97.423	336.16	3.5789	3.5181	4.9229	1002.9	-0.064876	1.5245e-05	0.17850	supercritical
