Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
267.00	37.000	771.17	0.0012967	-561.28	-556.48	-1.5041	1.7112	2.1199	1432.5	-0.045468	0.0027784	0.14420	liquid
268.00	37.000	770.43	0.0012980	-559.16	-554.36	-1.4962	1.7144	2.1225	1428.2	-0.045398	0.0027069	0.14394	liquid
269.00	37.000	769.69	0.0012992	-557.04	-552.24	-1.4883	1.7176	2.1250	1423.8	-0.045327	0.0026382	0.14369	liquid
270.00	37.000	768.95	0.0013005	-554.92	-550.11	-1.4804	1.7209	2.1277	1419.4	-0.045255	0.0025722	0.14344	liquid
271.00	37.000	768.21	0.0013017	-552.80	-547.98	-1.4725	1.7242	2.1303	1415.1	-0.045183	0.0025088	0.14318	liquid
272.00	37.000	767.47	0.0013030	-550.67	-545.85	-1.4646	1.7275	2.1329	1410.8	-0.045110	0.0024478	0.14293	liquid
273.00	37.000	766.74	0.0013042	-548.54	-543.72	-1.4568	1.7308	2.1356	1406.5	-0.045036	0.0023892	0.14268	liquid
274.00	37.000	766.00	0.0013055	-546.41	-541.58	-1.4490	1.7341	2.1383	1402.2	-0.044962	0.0023327	0.14243	liquid
275.00	37.000	765.26	0.0013067	-544.27	-539.44	-1.4412	1.7375	2.1411	1398.0	-0.044887	0.0022783	0.14218	liquid
276.00	37.000	764.53	0.0013080	-542.14	-537.30	-1.4334	1.7408	2.1438	1393.7	-0.044811	0.0022259	0.14193	liquid
277.00	37.000	763.79	0.0013093	-540.00	-535.15	-1.4257	1.7442	2.1466	1389.5	-0.044735	0.0021753	0.14168	liquid
278.00	37.000	763.06	0.0013105	-537.85	-533.00	-1.4179	1.7476	2.1494	1385.3	-0.044658	0.0021266	0.14143	liquid
279.00	37.000	762.32	0.0013118	-535.71	-530.85	-1.4102	1.7510	2.1522	1381.0	-0.044580	0.0020795	0.14118	liquid
