Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
265.00	15.000	771.33	0.0012965	-564.78	-562.84	-1.5173	1.7034	2.1156	1429.3	-0.045489	0.0028433	0.14404	liquid
266.00	15.000	770.58	0.0012977	-562.67	-560.72	-1.5093	1.7066	2.1181	1424.8	-0.045418	0.0027683	0.14378	liquid
267.00	15.000	769.83	0.0012990	-560.55	-558.60	-1.5013	1.7098	2.1207	1420.4	-0.045347	0.0026964	0.14352	liquid
268.00	15.000	769.08	0.0013002	-558.43	-556.48	-1.4934	1.7131	2.1232	1416.0	-0.045275	0.0026274	0.14326	liquid
269.00	15.000	768.34	0.0013015	-556.31	-554.35	-1.4855	1.7163	2.1258	1411.6	-0.045203	0.0025611	0.14300	liquid
270.00	15.000	767.59	0.0013028	-554.18	-552.23	-1.4776	1.7196	2.1285	1407.2	-0.045129	0.0024974	0.14275	liquid
271.00	15.000	766.84	0.0013040	-552.05	-550.10	-1.4697	1.7229	2.1311	1402.8	-0.045055	0.0024361	0.14249	liquid
272.00	15.000	766.10	0.0013053	-549.92	-547.96	-1.4619	1.7262	2.1338	1398.5	-0.044980	0.0023772	0.14223	liquid
273.00	15.000	765.35	0.0013066	-547.79	-545.83	-1.4540	1.7295	2.1365	1394.1	-0.044904	0.0023205	0.14198	liquid
274.00	15.000	764.61	0.0013079	-545.65	-543.69	-1.4462	1.7328	2.1392	1389.8	-0.044828	0.0022659	0.14173	liquid
275.00	15.000	763.86	0.0013091	-543.51	-541.55	-1.4384	1.7362	2.1419	1385.5	-0.044751	0.0022133	0.14147	liquid
276.00	15.000	763.12	0.0013104	-541.37	-539.41	-1.4306	1.7395	2.1447	1381.2	-0.044673	0.0021626	0.14122	liquid
277.00	15.000	762.38	0.0013117	-539.23	-537.26	-1.4229	1.7429	2.1475	1376.9	-0.044595	0.0021137	0.14097	liquid
278.00	15.000	761.63	0.0013130	-537.08	-535.11	-1.4151	1.7463	2.1503	1372.7	-0.044516	0.0020665	0.14072	liquid
279.00	15.000	760.89	0.0013142	-534.93	-532.96	-1.4074	1.7497	2.1532	1368.4	-0.044436	0.0020210	0.14047	liquid
280.00	15.000	760.15	0.0013155	-532.78	-530.81	-1.3997	1.7531	2.1560	1364.2	-0.044356	0.0019770	0.14022	liquid
281.00	15.000	759.41	0.0013168	-530.62	-528.65	-1.3920	1.7565	2.1589	1359.9	-0.044275	0.0019345	0.13997	liquid
282.00	15.000	758.67	0.0013181	-528.47	-526.49	-1.3843	1.7600	2.1618	1355.7	-0.044193	0.0018935	0.13972	liquid
283.00	15.000	757.93	0.0013194	-526.30	-524.33	-1.3767	1.7634	2.1647	1351.6	-0.044111	0.0018537	0.13947	liquid
284.00	15.000	757.19	0.0013207	-524.14	-522.16	-1.3690	1.7669	2.1677	1347.4	-0.044028	0.0018153	0.13923	liquid
285.00	15.000	756.45	0.0013220	-521.97	-519.99	-1.3614	1.7703	2.1706	1343.2	-0.043945	0.0017782	0.13898	liquid
286.00	15.000	755.71	0.0013233	-519.80	-517.82	-1.3538	1.7738	2.1736	1339.1	-0.043861	0.0017422	0.13874	liquid
287.00	15.000	754.97	0.0013246	-517.63	-515.64	-1.3462	1.7773	2.1766	1334.9	-0.043776	0.0017073	0.13849	liquid
288.00	15.000	754.23	0.0013258	-515.45	-513.46	-1.3386	1.7808	2.1796	1330.8	-0.043691	0.0016736	0.13825	liquid
289.00	15.000	753.50	0.0013271	-513.27	-511.28	-1.3311	1.7844	2.1827	1326.7	-0.043605	0.0016408	0.13800	liquid
